dzr_sng_id,sng_id,art_name_lower,track_id
5646340,SOATDNB12AB0182A21,redrama,TRITTOD128F9344131
3350830,SOEMRUU12A6D4FA920,marco parente,TRQNHCJ128F1496C82
61568863,SODDONU12AB0184363,stormwitch,TRYVANY12903CA8A63
6249486,SOWWQCD12A8C13CAE5,nural,TRSNPWD128F9320AA0
61707464,SOKQLTB12AB017F29D,stormwitch,TRRJJOC128F92DD470
3309355,SOFJTLW12A6D4F892B,peter hammill,TRECBWG128F14590A7
7162534,SOFHCBZ12AC4686F63,my own grave,TRNBVCZ12903D1019D
3235735,SOBGJZT12AB01847E3,dierks bentley,TREFEAK12903CFDC01
2271685,SOGBJCK12AB017B6F5,static-x,TRKYJAW128F92DEA22
3214133,SOLPOBZ12A6D4FA17E,victor jara,TRKDREI128F1499940
71038907,SOEBMJG12A8C1371BC,mass hysteria,TRAAEWC128F427D19B
95075118,SOGLTDY12AB0189742,jahn teigen,TRNCSXW12903CCDB74
70594018,SODSIHR12A8C136334,sibongile khumalo,TRUBUMU128F4274336
13287415,SOOMNRM12AC46891B9,eraserheads,TRPYLQY12903CF3E18
77263351,SOXYUKU12A8C1395DC,orphanage,TRQERKC128F426A354
34975431,SOQCBJO12AAF3B59AB,snog,TREBMGT128F92D8708
20461511,SOPSPBS12A6701E0D6,hooverphonic,TRSFHPD128E0793C21
86875329,SOLRLLY12AB0185F04,lone justice,TRQFNSX128F9321348
11151417,SOQRBIF12AB0181F4A,usurp synapse,TRGXRLD128F930B62A
58298031,SOISKDK12AB017E47F,stiff little fingers,TRKLNQE128F9301CDF
3913392,SOQCMMI12A6D4F8A28,los nikis,TRZTLBL128F1473DD9
17945320,SOBZLZF12A6D4F9E2A,zachary richard,TRHWPMN128F14A2D40
86223651,SOTOCHV12A58A7968F,the amalgamation of soundz,TRRKFIQ128F429397B
42735021,SOQVITY12AB018C4DF,sybreed,TRNAUYA12903CD6597
3214144,SONIADG12A6D4FA188,victor jara,TRBQGBI128F149994B
3919709,SOMWNVI12A6D4F762D,fran perea,TRNLKJW128F147F1B0
30379791,SOUCOHC12A8C137129,dmz,TRNJRQC128F932E76D
69876710,SOQNOQJ12AC907563D,uzeb,TRAGCMI12903CFAFAF
3475850,SOAQCWL12A58A7D6AE,glass tiger,TRPWWQP128F428FDC0
3919708,SOXUEAT12A6D4F762C,fran perea,TRHUDXV128F147F1AF
134839708,SOVGOTT12A8C14034E,our brother the native,TRFOPWY128F92E0633
2022994,SOGPERB12A8C138465,jon finn group,TRKEMCM128F427FCCB
129370358,SOGNCOF12A6701DE46,hot hot heat,TREGAMO128E078D3CA
11151412,SOXRJVY12AB0181F34,usurp synapse,TRJJLDU128F930B625
2214769,SOVSHDX12A6D4FCA4F,ninos con bombas,TRZKVFP128F14A97A5
17148158,SOGLXAJ12A6D4F7C70,lemon,TROYKJV128E07947A4
5834117,SOJTCDJ12A8151AFF5,the vara-tones,TREZWHF128F422A2AE
64586562,SOMTXTZ12A8C134689,7 seconds,TRIQCCH128F4248397
11124412,SOCGYSZ12A8C13D7EF,tim finn,TRDGMDT128F4289188
6555553,SOWDGBN12AC392A887,penta,TRBOBOW12903CE56AA
14239938,SOAVODS12A8C13A8F5,dennis bovell,TRNNXOY128F427AED4
80273450,SOVBPGB12AB017D49B,submersed,TREAGBJ128F9326CA3
131285214,SOZGDDG12AB017C6B5,stray,TRKKXVR128F92F93A1
134922692,SOQZEEB12AB017DEE0,the charlatans,TROMHBK128F93020ED
2897715,SOYJTTP12AF72A86B3,deep dish,TRQNHTJ128F93411C3
81365690,SOKMZAX12A6701F85C,shed seven,TRPNIHU128E0793DD3
583552,SOQRJYP12A8C13E691,sergio rivero,TRYENSK128F42AE22F
100179178,SOYZAIS12A8C141F06,lillian glinn,TRFKRAX128F429F911
3780660,SOJJOUX12A8C140C61,jack the ripper,TRRARQP128F92C5A01
668947,SOESINY12A8C13B737,daniel lanois,TRYXNLL128F426D401
997810,SOBWHON12A8C13A131,ezkimo,TRMREWX128F4295B1B
69338987,SOIUCNN12A6D4F9CEB,the teardrop explodes,TRDMQNE128F1477662
14413032,SOIBGIS12A8C13B638,maggie reilly,TRQLQPY128F4275AA2
289075,SOEPPVN12A8C133774,carnival in coal,TRMBPFR128F424CE85
18090390,SOYCPVP12A6D4FA8EB,third world,TRFOHPL128F149334D
4262733,SORDJJS12A8C13E056,kraftwerk,TRHSKFF128F428668D
3510429,SOKZEOX12A8C13BDE6,glass tiger,TRKJWDN128F4278707
11365147,SOSLDBI12A8C1327F0,the sneetches,TRNPZCK128F423D1E1
5609798,SOGKVEZ12A8C13EB59,worm,TRFVMAU128F92C9427
1640354,SOZLSDL12A8C1425F8,mc5,TRZXGTM128F92CC3A4
63706998,SOCUTVR12A8C1391EE,hieroglyphics,TRCTBPD128F425B77D
5805015,SOSWWQI12AB0185821,david holmes,TRVPNTR12903CB09EC
17879611,SOOAKJU12A6310E487,gerald albright,TRUDJRV128E0783570
2271683,SOSWXHN12AB017B6ED,static-x,TRGHYEI128F92DEA1F
3832054,SOBMNJN12AB017DE9E,billy talent,TRFFRZG128F9332C20
12554435,SOXGUNW12AB018667E,warren smith,TRGJIGJ128F933988B
2996668,SOVEWFF12AB0182F32,st vincent,TRFTURH128F9330FCA
12266568,SONCRPV12A8C13244B,princess superstar,TRRPDNW128F423E4B7
63253863,SOFWOPE12A67AD86C6,field music,TRVEZQQ128EF345FD6
2433706,SOCWSRJ12AB017FBB6,afu-ra,TRNCNIQ128F93041E8
69338979,SOWQIDK12A6D4F9CE2,the teardrop explodes,TRPFTCK128F1477659
118188818,SOYKYIV12A6D4FA1AC,clint mansell,TRJYZIK128F14AD472
11833346,SOEJUVO12AAF3B3860,epic soundtracks,TRMWFJK128F92F9EE1
3287774,SOAJKTB12A6D4F7ECF,roudoudou,TRRMKCO128F1469A0B
11321133,SOPCCUP12AB0189100,messy marv,TRDRVHN128F9332C63
88690281,SONOKOY12A58A7CA70,roger chapman,TRMPMUQ128F4247D6B
2116703,SOGORVR12A8C133D8A,guzzard,TRXBLIY128F4263AEC
7910780,SOPHBKU12A8C13C45A,herman brood,TRVPPRS128F42942B2
82322296,SOEZQFC12A8AE46FFF,divinyls,TRCXFYJ128F9325261
65288064,SONVVEU12A8C143819,bullitnuts,TRYZQZT128F92D2387
119096480,SOTXVUX12A67AD7195,bodeans,TRVIDVB128E0794922
3883460,SOMVOIJ12A8AE48E39,robin holcomb,TRHGWAO128F4241E22
62551501,SOSECCE12A6D4FB17B,wolfsheim,TRTCJYJ128F92D8272
5649646,SOPHAEV12AB018C46D,dog eat dog,TRICVHZ12903CE6B97
11534318,SOHGJFJ12AB017C57F,23 skidoo,TRHOBBH128F93124FC
16332148,SOYHSMH12A8AE49B68,danza invisible,TRKTFLV128F4243596
10905994,SONYCJR12AC3DF8053,the mystic moods orchestra,TRLKQXJ12903CE49D0
77263364,SOPMGFH12A8C13C62C,orphanage,TRZNTQC128F426A35D
91500024,SOAQJDZ12AB0182C38,arthur lyman,TRCNVGW128F930F89E
135802776,SOJZVZY12A8C1363F8,ohm guru,TRUUZWW128F425AD0D
4563411,SODDGPO12AB0181ADB,low low low la la la love love love,TRMVXRY128F930BBB7
1684102,SOTXREC12A58A7C082,vitamin x,TRKDEHH128F4277C5C
11494324,SOYMJAS12AB018BA4F,war of ages,TRGEDYJ12903CDCE20
12009118,SOTUVLN12AC90975A8,mabulu,TRPOJQU12903CF0B57
2484986,SOHCKBD12A8C143B1B,dido,TRBNKHA128F92E4303
2271682,SOANOVG12AB017B6E9,static-x,TRIXITK128F92DEA1E
97437756,SOAOZNQ12AB0184786,grandpa jones,TRIAGJX12903CBF130
89378731,SOGXSVU12AC46891C4,dom dummaste,TRCQCGB12903D0895F
8485956,SOQJADM12A8C138288,sue keller,TRLQPLI128F42769AA
11521157,SOHCOSL12A582A291E,la makina,TRMAXXD128F424361D
71196720,SOPJRRK12AB017C8A1,carolyn arends,TRQGHUV128F930909C
11880003,SOSRDUL12AB018228D,salty dog,TRQIWVX128F9332064
3008141,SOZHIKA12AB0181E53,the teardrop explodes,TRSRKRZ128F92FFCA4
30970391,SOXNRMX12A8C13C722,the revolutionaries,TRQBEUK128F426F68D
4729347,SOROBBS12AB018715A,toad,TRWLNQG12903CD51BC
82324044,SOOUSAJ12A6D4F5E5C,steve miller band,TRIBXLM128F14595B0
16234525,SOOSEVS12AC3DF5116,victor young,TRORXVB12903CEE00C
5495490,SOFWVSB12AF72A84C0,mass hysteria,TRLIBSC128F427D198
4681088,SOEHUIJ12A8C13D069,tamba trio,TRXQITG128F42A8070
13332329,SOKDRGV12AB0183D4B,banda maguey,TRQKHES128F9303275
85093350,SOBBOVI12AB018C71D,ester drang,TRFLFAM12903CE85DB
128519661,SOKBQNO12A8C137A71,wanda jackson,TRBRPVM128F426074C
63253932,SOHMJPI12A8C13B0A5,blue states,TRWCGBL128F429ADA9
70981911,SOXDUZW12AB01813D4,carnival in coal,TRWJSFM12903CDFC19
131283046,SORADWC12AB0181E45,stray,TRZJGIR128F92F949B
99874606,SOLRPBP12AB018478F,grandpa jones,TRGOJDA12903CBF134
107868426,SOFHMYR12AC3DF5C83,los visitantes,TRMVMTD12903CE99DC
61271652,SOLKPLW12AB0186F74,night ranger,TRCWUYC128F9333FC2
10838581,SOYVRSC12A8C13AAC8,blood meridian,TRWPHVI128F426E37F
5185908,SOTBZFV12AC907548B,bobby watson,TRYKAUO12903CFC15A
11151413,SOVBIAN12AB0181F39,usurp synapse,TRUTWFO128F930B626
2897718,SOTHNAI12A8C13A9C9,deep dish,TRWOZAM128F93411C8
2224560,SOYTGII12A6D4FA81D,dr ring-ding & the senior allstars,TRLQAYB128F14A354F
57602171,SOXCVLJ12A6D4FD5D6,sophie ellis-bextor,TRITRJE128F423E631
62938501,SOYELVI12AB018258E,mauro bisi,TRJWDFW128F9315CD6
138548551,SOAXSJX12A6D4F797F,scritti politti,TRRDIUV128F1458FD9
2944033,SOJBOZY12A8C13D03C,boys night out,TREDMIC128F4293487
63254268,SOLDOLX12A8C130F0E,blue states,TRCLGSI128F423EE5C
6117690,SOZPHXH12AB018E59A,dallas holm,TRITUBG12903CBFB83
9870722,SOQKCDZ12AF72A56FD,efterklang,TRBRFSQ128F427ADB5
99872030,SOSPFKL12AC468599C,popperklopper,TRYCXYO12903D07E8E
2280072,SOALKFW12A8C13D892,mecano,TRBEKVX128F42A388D
18088107,SODYQQB12A6D223C00,bobby womack,TRGULES128EF351A21
10905895,SOHDQKP12AC3DF7326,the mystic moods orchestra,TROQMEO12903CE4946
69228235,SOJTYJY12AC9072931,mabulu,TRUBRZH12903CF0627
3382220,SOASQNW12A6D4FA657,angel romero,TRVJCHY128F147B1C1
11880007,SOPRTSV12AB018229F,salty dog,TRBFZFE128F933206A
3017362,SONTZGQ12AF729D0DB,james & bobby purify,TRZYHAO128F92F0744
4968669,SOXDGTU12AC909731D,breathe,TRTGBDA12903CF73C7
128482515,SORZOHO12A8C14016B,the hollywood flames,TRPSOGJ128F92EF4C6
11364576,SOEYSVJ12AB0182154,sathima bea benjamin,TRNKBLQ128F931311F
11086449,SOIRCLV12AC3DF6BA5,dominique paris,TRKDLQN12903CE4114
63421012,SOIZDIE12A8C1409FD,john littlejohn,TRSBIOG128F4287E33
73370750,SOQFIND12A8C1390CA,holger biege,TRPABOX128F4292904
62937276,SOIHTUW12AC3DF510D,victor young,TRXBKZQ12903CEE00A
131222130,SOWJFSL12A8C143F32,mc5,TRUXEUQ128F92F6CDA
62515093,SOUPYKH12AB018A2F0,yuridia,TRIRNMA128F934810C
85703730,SOEPMLX12AB018506C,laurel aitken,TRIZKXX12903CA0478
3146850,SOZBXOE12A8C139ED0,we are scientists,TRCODZL128F426E40A
13323952,SOWCFKA12AB0181744,diomedes diaz;ivan zuleta,TRVVNVT128F9343684
68018468,SOVRRCM12A8C13BDC2,goldfinger,TRXNEHD128F4290162
11357264,SOBRGUQ12AB017F45D,oppressed logic,TRSZDKA128F930A31F
65106315,SOOGMRM12AB01905EA,mani spinx,TRLOVFD12903CE440E
5149066,SOFSUHU12AC46861C1,los suaves,TRPTKKT12903D038DC
116036414,SOJLFOI12A8C136CE0,marty haugen,TRROHRD128F4250E2B
2454280,SOUSJGA12AB0185E0D,the sutherland brothers,TRMYKBG128F9327426
3473244,SOPNGHH12A6D4F81AE,ghoti hook,TRQICLU128F14ADAC9
11389845,SOHUOMU12AB0188A58,metro,TRRONOX128F9343235
3026453,SOEJEOJ12AB01804F3,one t,TRDHDIU128F9315C13
11841232,SOXNFSK12AB0188A12,racetrack babies,TRCUIDF128F933A45A
6446214,SOZRGZL12AB0183D16,peter hadar,TRFGRSU128F92F18BF
90523155,SOJEFCQ12AB017DBC0,hladno pivo,TRTOECB128F93229E1
606449,SOVSXDS12A8C13D983,ezkimo,TRJSBRQ128F429C4E0
4609352,SOLYXYT12AB018B03C,brideshead,TRAPBIY12903CC6F57
16828444,SOXPKBV12AB018D937,ochre,TRZJGVT12903CBAEBA
74343690,SOLKBGH12A58A797A4,showaddywaddy,TRQFZBJ128F92D18F1
17416473,SOSQRSZ12AB017D903,vanessa carlton,TRLETEO128E0783E36
98306336,SOLDAOQ12AB017E261,keletigui et ses tambourinis,TRKWKUU128F93211E0
5194707,SOWDXHB12AB018940C,gustavo santaolalla,TRJLADB12903CA6CD9
2467238,SODRZYE12AB0188DEC,ned's atomic dustbin,TRMIAFR128F9337325
104125984,SOFRCNX12AB0189E83,howard jones,TRZEBNR12903CD4CB5
70989658,SOJDTAC12AB018D038,scorn,TRBHXUF12903CDD20B
76984368,SOVNESD12AB018981F,delerium,TRBRVYL12903CBA996
1626472,SOZUPTT12A8C133539,am i blood,TRBMDTM128F424D477
3417088,SOBCCIK12AB017FB4C,chris thile,TRSLHFD128F92FB0CE
10714135,SOLAXAC12A58A7B105,nancy kerr & james fagan,TRTOQMH128F426C69C
2650231,SOSXBDW12A6D223AF3,tieum,TRAYFOT128EF34FF98
64475705,SOWAYZM12AB0181AC5,snog,TRMODLS128F934EDB4
2650232,SOEZSYO12A6D223AF4,tieum,TRMSLNE128EF34FF99
70990882,SOKYLVL12AC468D9F4,scorn,TRYYGPF12903CF5D3A
11494978,SOTMSHF12AB0184E53,war of ages,TRMQAJT12903CB48F1
125541450,SOJUHZA12A8C13755F,sandra,TRYHSPU128F425E7ED
2485031,SOAQKWR12A8C143B16,dido,TRNKCWU128F92EB0B7
5194704,SOYOLYP12AB018857B,gustavo santaolalla,TRRHGAR12903CA6CD3
97450430,SOZVAAD12A8C13307F,the urge,TRXJPKX128F42531DE
61906058,SOCDLZY12A8C1315CB,tony,TRXSNDO128F42459BB
122251160,SORFDHD12AB018FE4F,sybreed,TRXWPSS12903CD658F
3750798,SOIPHSB12A8C136501,am i blood,TREVAUX128F4252599
4928707,SOMOHLJ12A8AE45493,modeselektor,TRNVACD128F423AF1C
14284162,SOJBWQC12A8C13CFF4,goat,TRNAFSW128F4269E6F
86223649,SOVILIO12A8C13F879,the amalgamation of soundz,TRTHAQI128F4293975
2467236,SOXSYQB12A8C133D49,ned's atomic dustbin,TRNOXFT128F4273FC6
72502217,SOBLHGL12AC468717D,suff daddy,TRRXFWV12903CF0379
3017359,SOGLBXF12AB017CAB8,james & bobby purify,TRWCNEJ128F92F0741
114045048,SOFDZCU12D021922B7,james,TRZACKE128EF34A2B6
3883452,SOPMTEW12A8AE48E03,robin holcomb,TRIHYJW128F4241E12
98880698,SOAZEOX12AB01870C2,howard jones,TRSDPZU12903CD4CA5
130927438,SOXDBPM12A58A79884,marty haugen,TRIWBNZ12903CE9CED
68526381,SOCOEKG12AB018BA4A,the unfinished sympathy,TRUFVJO12903CE0E7F
27661431,SOPNXHB12AB0187734,crash,TREGFTR128F934B9E8
113399712,SOQDTNH12A8C13493D,merauder,TRZZTHY12903CF442C
63411837,SOACGFO12A6D4FA82F,rose maddox,TRCUMEI128F424382F
81186952,SOPHUWP12A8C13F129,pastor troy,TRFRZHS128F428D5D9
17141580,SOGJXDE12AB0187CA1,bescenta,TRELXVM12903CA7F22
108637074,SOJGWTM12A58A77BE3,merauder,TRAZDYQ12903CF43F6
77504483,SONRFGX12AB017CAA4,the kills,TRZCIBX128F93034DB
13344905,SOWQTJH12AB018AFCE,kate miller-heidke,TRYMYDA12903CA9174
2853266,SORLPPF12A8C13E08B,the young knives,TRDKPXR128F429D5B1
3287694,SOEPFMM12A6D4F988B,roudoudou,TRFRTYO128F1465436
11168913,SORVGEY12AB017FD9E,park-like setting,TRWKLYC128F9330E88
61707461,SOGAORN12AB017F27D,stormwitch,TRPHFPD128F92DD46A
92248242,SOYSGPD12AB0185FE6,toni fisher,TRWSDNB128F933AF41
4606749,SOHSEAB12AB017EF0B,omar pene,TRXGJBO128F934171E
132262362,SOCTFVW12A6D4FB120,danzig,TRYJIPQ128F92ED2C3
5185905,SOUMRIH12AC9075470,bobby watson,TRGESSL12903CFC149
3411875,SOGXQPP12A6D4FABAC,cattivi pensieri,TREHLAH128F149AEFC
5611878,SOXDGYN12AB0186E9E,paul rodgers,TRRBZDP12903CBDAA4
76565641,SOTCSBT12AB0183167,wah!,TRHIPIS128F931E014
127498697,SOCJYSZ12AB01837B9,karen young,TRDHTSL128F930E00F
3309366,SOESIBO12A6D4F76DB,peter hammill,TREFBWS128F42AC9F5
15750689,SOJPHHO12AB0181C11,mark medlock,TRBOUPA128F92EB498
62789694,SONASTV12A8C1448C7,the brian setzer orchestra,TRBOSRI128F92E73D8
2168694,SOCAMUI12AB017E0E0,donell jones,TRSVIDU128F42B81D1
13083784,SOWRRPC12A8C140780,neutral milk hotel,TRHLTZE128F92E16C7
14199789,SOXCLVQ12A8C1376C6,vicky emerson,TRHMSAP128F4276F50
13332449,SOAIVXL12AB0180F99,melocos,TRKBQVJ128F92FC48F
138548535,SODDYXS12A6D4F7978,scritti politti,TRWUHZV128F424C169
70981908,SOLKNBJ12AB01813C4,carnival in coal,TRENGZI12903CDFC0E
3417089,SOZBGDS12AB017FB51,chris thile,TRJJMJI128F92FB0D1
78327733,SOAAPQA12AB018E50F,laurel aitken,TRTJVHP12903CE23E3
96990298,SOKYEPW12A58A7A447,birmingham jubilee singers,TRFNYYA128F42A0465
90885569,SOOZYSJ12A8C132529,roger chapman,TRHNFTF128F423C5CE
16553581,SOPUGJQ12A8C13A2FE,the tyde,TRGEUFW128F934DED6
3523624,SOYTGCV12A6BD5675E,klaus lage band,TRFBJXE128EF34E5B1
68526382,SOXFYUM12AB018BA4D,the unfinished sympathy,TRQEQSR12903CE0E80
67768998,SOIATHP12A6D4FB7F4,kake randelin,TRBMZRL128F92E3644
1156814,SOGJLSQ12A8C13C921,merche,TRQCTJJ128F427DE59
17946691,SOYGBLJ12A8C13EE5D,bobby brown,TRYMXEY128F930A293
14635973,SOVMRSD12A6D4F86D1,talking heads,TRBJNPY128F1476A7B
3431474,SONBTNI12A67AD808D,david axelrod,TRDNIUC128E0794A0F
63164285,SOTCREG12AB017ED6A,james carr,TRRWBBO128F93039E1
6375042,SOUPVDV12A8C144887,daniel johnston,TRQYBWO128F92EDB0F
85006983,SOPWCLS12A8C142137,musafir,TRYMCZE128F92F8009
3099058,SODBRAP12A6D4F91CF,beth orton,TRWQQNK128F425A335
128869038,SOPADLT12AB018DD98,tommy sands,TRTHZIF12903CB1065
3411881,SOSOKKL12A6D4FABB4,cattivi pensieri,TRPTLWP128F149AF05
61927476,SOPTMHE12AC468AB90,dom dummaste,TRGWRUT12903D08878
63253934,SOREKPY12A8C13B0C4,blue states,TRYAUZR128F429ADB3
226569,SOMQDKX12A8C1414C9,fedayi pacha,TREVOWI128F4287BA8
15177455,SOBOYWR12A8C137DE3,journey,TREAJNV128F42770C9
30234471,SOPEYUN12AB01830B0,dmz,TRFXOAK128F934B01E
123340850,SODWQOL12A6D4FCDF4,graeme revell,TRRJBSX128F14AD441
123836664,SOBBKTD12A8C133E5E,gabriel yared,TRZHQAW128F426FE23
70982131,SOYVDMW12AB019001A,ultraviolence,TREIXHW12903CDD314
62938493,SOYUWPD12AB0183EDF,mauro bisi,TRWFSMS128F9315CE3
71196722,SOQNZDQ12AB017C8AC,carolyn arends,TREKHNB128F930909E
5504775,SOYRSNL12AB018D625,keel,TRSEFUU12903CD3661
16027544,SOGHNEC12AB018AD38,dr sapo,TRNMRDM12903CAE89D
73613483,SODDCXB12A8C135DB0,mark stewart,TRVHZDI128F425EB11
137556937,SOVLZIN12A8C13F143,japancakes,TRDBOKD128F428D5E2
76884319,SOBZCWJ12A58A7C659,modest mouse,TRVOVYL128F4284E6F
98880760,SOGDCDH12A6D4F6C65,howard jones,TRNXAGU128F146F15E
69392505,SOHDBFU12A6701BE7A,gwen mccrae,TRQCRIU128E0794963
13469447,SOSHUZQ12AB0182613,jet,TRFNZZG12903C9801B
64249711,SOIAWJB12A8C13D3AF,the grassmasters,TRQKYHX128F426DCD2
4713625,SOSWAYY12AB0184951,blanc faces,TRKGDHQ128F934EB8C
82812768,SOOSFTL12A8C140ED0,the amalgamation of soundz,TRTUTYG128F4293AB6
6199544,SORRQPF12A6310E488,gerald albright,TRXGFFQ128E0783571
803741,SOLRLYY12A67ADE587,project pitchfork,TRHJZON128E0795F89
11795012,SOKZZDW12AB018B817,earl wild,TRTZGNF12903CDD626
5649657,SOCZEYO12AC39266E7,dog eat dog,TRNPGWO12903CE6BB0
5587569,SOQQNLT12A58A780CF,worm,TRTNMJQ128F933BD14
69338974,SORZGSD12A6D4F9CDF,the teardrop explodes,TRYJPJI128F1477654
8302741,SOYCGLQ12AB018966B,uzeb,TRTMTLQ128F93462FB
4287605,SOJVPHR12AC468BF87,lovehatehero,TRMJXNM12903CE7CC7
2089299,SORESNX12A6D4FC33B,amy allison,TRJGAWK128F4226AEE
13468425,SOYQBGM12A6D4FAEB1,interpol,TRWALTI128F422967B
6119898,SOGKTDQ12AB0186B84,dallas holm,TREMUYD12903CBFB8A
130244306,SOJQIBO12AC9072EAB,jahn teigen,TRDIUZV12903CFDCE8
103812170,SOIEMUW12A8C134CD4,deniece williams,TRQJGSN128F4269E53
10940178,SOTFDSR12AB01878FF,bescenta,TRFSVOA128F933C33E
92182842,SORGFLI12A81C20B3B,robert michaels,TRJCVEC128F423626C
107813768,SOBPLBO12AC9097915,azymuth,TRRMCZQ12903CF26F2
11151418,SOKZIUL12AB0181F4D,usurp synapse,TRWLFEI128F930B62B
69102878,SODVKCE12A8C13F5C6,mac dre,TRYTSQN128F4285C91
3221840,SOKDFPW12A67AD7110,wire daisies,TRQXRKZ128E07947F9
4206703,SOFYNEX12AC468BC4C,mass hysteria,TRHFGTP12903D005EF
111886920,SOFOHPX12AC4689F2D,orphaned land,TRRSENQ12903D027E6
13939572,SOMEMQR12AB01846CE,red,TRKJHZU128F9323400
90727703,SORPQUH12AB0186699,estudiantina invasora,TRSQWMX12903CF327F
11522824,SOHPFFF12AC9E17DC4,mac dre,TRSHRPO128F936036B
6251625,SOBGKTY12AB01812F9,phil the agony,TRFRUYM128F933418A
82518300,SOINQJE12A8C140423,ginuwine,TRFCCTM128F42AC581
70430706,SOYAAAE12AC9097E75,don francisco,TRZRQUB12903CB2D55
3017364,SOBGWXX12AB017CADA,james & bobby purify,TRSNBIF128F92F0747
15570113,SOUUCXN12A8C1404BE,the pilgrim travelers,TRNJUNH128F93061FA
13847458,SOWIXEY12A5891E5F7,otep,TRPYOQH128F933CF68
71651437,SOFCIRQ12A6D4F6F9E,new model army,TRJMDJB128F1466A2D
61570763,SOUVJJT12AAF3B52C1,lowe,TRAZDRW128F92F90F6
81365676,SONWWNM12A6701F85A,shed seven,TRNEJZY128E0793DD0
57602641,SONRXGA12A6D4F6CFC,sophie ellis-bextor,TRBKXEU128F14634F2
104211048,SOKJLDP12A58A7D53D,james,TRNYRRB128F428E890
69969599,SOQYFCP12A8C13366C,journey,TRLCTGK128F4271947
3306511,SOJWEWQ12A58A79DD6,philmore,TRJXBTZ128F4284DBA
3334774,SOAESLP12A8C13AC77,mijares,TRLTPLY128F42994CE
9919169,SOBQWVE12A8C13D9A9,thee headcoatees,TRWIFLH128F427F20A
69207313,SOHZNUK12AB0182513,enrico rava,TRFGOWO128F933E3F4
3178288,SOURNIC12A8C13A17D,the undecided,TRJCYSA128F4277CBC
7162537,SORRZKE12A58A7D269,my own grave,TRSKHYT12903D101A4
4951428,SOPUQUF12AC468C0DF,coronatus,TRYGWPO12903CF5854
82812506,SOXVPGR12A8C1416B7,the amalgamation of soundz,TRKGRHH128F4293657
1351634,SONPXAX12A8C134ABA,marky ramone,TRSZCSA128F4251746
1092690,SOPWGWH12A58A7888C,adrian weyermann,TRGGAFI128F429B7F2
97407930,SOFKEKJ12A8C13C112,the boswell sisters,TRKTHAN128F426AD94
21317461,SODZEFB12AB0188A32,popperklopper,TRJNHPL12903CA8FA0
11121610,SODYFAG12AB017FBF4,the lawrence arms,TRBPCCH128F930FC8B
130054336,SOZRGWY12A67ADBA56,the hold steady,TRQLCDW128F1451AF3
11509093,SOOFWBH12A8C13ADEC,the lawrence arms,TRHSKGD128F4259C2F
5185913,SOTZMDJ12AC90977BA,bobby watson,TRKGIXI12903CFC174
1844330,SOGUJLW12A8C13457C,chin chin,TRZDCIH128F42583B2
79210883,SOIMIUC12A6701BE71,gwen mccrae,TRSDGZP128E0784226
67350950,SOWAGHW12A6D4F8AAA,then jerico,TRZHPXQ128F146831A
135007332,SOCLNGB12AB0181EBF,champion jack dupree,TRPOQRQ128F933EFA9
94294012,SOUHELX12A8C13362F,kake randelin,TRHPORS128F42550C8
134517956,SOCJJND12A58A7A6AB,hooverphonic,TRASUUD128F4273C72
74343705,SOGTZDK12A8C140EDA,showaddywaddy,TRIONJC128F92D0C3B
6452090,SOJQPGY12AB018D78C,peter hadar,TRBSUPI12903CBEF8D
108415402,SOAQANN12A8C143647,azymuth,TRZIBSL128F92C5C97
8485907,SORUWCO12A58A79174,sue keller,TRSOQAN128F42961AE
85407742,SOOHKQS12AC468864E,from ashes rise,TRJWBFS12903D10633
132197526,SOBNTTL12AB0180A0B,ednita nazario,TRQFTKH128F9330592
74584577,SOMLRHK12A8C142287,amy allison,TRVKJUN128F92F34DE
12022668,SOLHWKX12A58A7BEB3,out of order,TRNBRUW128F422564D
11451082,SOCZLWB12AB017F6E2,gene loves jezebel,TRKROYT128F931CFC3
11186319,SOZNNLC12AB017CB2E,bobby brown,TRMNEHP128F92FF7A8
13358238,SOJCZMW12A8C144012,udo,TRUJNDV128F92D50F9
15756466,SOGXBUE12A8C137A25,boney m,TRMXKFV128F428EFF3
10526166,SOGNCAH12A8C13DACC,gary bartz,TRQASCB128F427A69F
117469922,SOSSJSX12A8C138364,legacy five,TRMRQNS128F4259E98
7494969,SOOZRQY12AF72A7BD5,bebo norman,TRDWBUQ128F424813A
52625911,SOWUHBM12AB0186043,toni fisher,TRPERTT128F933AF59
96613006,SOPFMNV12AB018ADDC,the acacia strain,TRZHPDP12903CC71E9
66725878,SOMUAET12AB018408C,hannah montana,TRJHZZG12903CA448A
115658986,SONJMUD12A8C132F3C,sheavy,TRWLWNC128F4285B5E
100889508,SOREDOP12A8C142FAA,mauro bisi,TRXNCBX128F92E57EE
108661166,SODJOLX12AB0185592,orphaned land,TRJBOKV12903CAEB7A
13330595,SOCAYLJ12AB0181796,silvestre dangond & juancho de la espriella,TRWZSZQ128F93432A0
11186318,SOCTMVA12AB017CB2A,bobby brown,TRXHGIL128F92FF7A7
2433708,SOOBXJT12AB017E12F,afu-ra,TREOKGK128F93041EB
15701902,SOGJZGY12A8C1378D0,mecano,TRPRYCL128F428E9EA
119338276,SONAQAW12AF72ABDE0,infected mushroom,TRRKGQP128F934E7D8
